Nom,person,Notes,"Date ",Heure Australie,Réseau,URL,Créée par,Date de création,Dernière modification,Dernière modification par
"This Saturday is the PERFECT day to attack, akhi. Pulling off this allack right after Ramadan ends would send a much stronger message to the kuffar, and would ensure us a place in Jannah.","AusWitness, GOLD MONA",Horaire difficile à déchiffrer,"July 13, 2015 7:56 PM",,SURESPOT,https://storage.courtlistener.com/recap/gov.uscourts.flmd.344946/gov.uscourts.flmd.344946.100.2.pdf,Mona,"September 12, 2023 11:24 AM","September 13, 2023 12:26 PM",Mona
"Brother, are you there?",AusWitness,Horaire difficile à déchiffrer,"July 14, 2015 12:00 AM",,SURESPOT,https://storage.courtlistener.com/recap/gov.uscourts.flmd.344946/gov.uscourts.flmd.344946.100.2.pdf,Mona,"September 12, 2023 11:25 AM","September 13, 2023 12:27 PM",Mona
"Brother, I have important news. I have made a deal with a mujahid in Sydney. The mujahid is willing to attack with us this SaIurday. But, if we don’t attack this Saturday, he plans to make hijrah to Syria. You HAVE to commit to this Satwday, brother. You attack in Melbourne, this brother  attacks in Sydney, I mail ricin to politicians, then I attack in Perth.","AusWitness, GOLD MONA",,"July 14, 2015 6:57 PM",,SURESPOT,https://storage.courtlistener.com/recap/gov.uscourts.flmd.344946/gov.uscourts.flmd.344946.100.2.pdf,Mona,"September 12, 2023 11:25 AM","September 13, 2023 12:27 PM",Mona
"brother, sorry im not on the internet every moment of the day. You need to be a little bit more patient with me!!I Please understand brother.","AFP Federal Agent as mohamadmo7, GOLD MONA",,"July 14, 2015 9:23 PM",,SURESPOT,https://storage.courtlistener.com/recap/gov.uscourts.flmd.344946/gov.uscourts.flmd.344946.100.2.pdf,Mona,"September 12, 2023 11:26 AM","September 13, 2023 12:27 PM",Mona
Why politicians? that sounds like it would cause  alot of damage ! How did you get the ricin? I’ll have to google what that is,AFP Federal Agent as mohamadmo7,,"July 14, 2015 9:25 PM",,SURESPOT,https://storage.courtlistener.com/recap/gov.uscourts.flmd.344946/gov.uscourts.flmd.344946.100.2.pdf,Mona,"September 12, 2023 11:27 AM","September 13, 2023 12:27 PM",Mona
"my seller for guns is not on surespot brother, i am sorry. did you want me to ask what he can get then let you know?",AFP Federal Agent as mohamadmo7,,"July 14, 2015 9:27 PM",,SURESPOT,https://storage.courtlistener.com/recap/gov.uscourts.flmd.344946/gov.uscourts.flmd.344946.100.2.pdf,Mona,"September 12, 2023 11:27 AM","September 13, 2023 12:27 PM",Mona
lm not wanting to wait several months brother. you are reading me wrong. I need to make sure that I do this right so i ascend to paradise.,AFP Federal Agent as mohamadmo7,,"July 14, 2015 9:29 PM",,SURESPOT,https://storage.courtlistener.com/recap/gov.uscourts.flmd.344946/gov.uscourts.flmd.344946.100.2.pdf,Mona,"September 12, 2023 11:28 AM","September 13, 2023 12:27 PM",Mona
i want to make a video and have a long standing message to the kuffar and the world. i was even thinking of doing a seige at the event.,AFP Federal Agent as mohamadmo7,,"July 14, 2015 9:30 PM",,SURESPOT,https://storage.courtlistener.com/recap/gov.uscourts.flmd.344946/gov.uscourts.flmd.344946.100.2.pdf,Mona,"September 12, 2023 11:29 AM","September 13, 2023 12:27 PM",Mona
"you cannot worry about the kuffar finding out. i dont see how they could even know? i have taken a lot
of security tips from you and even have a pre paid sim for internet",AFP Federal Agent as mohamadmo7,,"July 14, 2015 9:32 PM",,SURESPOT,https://storage.courtlistener.com/recap/gov.uscourts.flmd.344946/gov.uscourts.flmd.344946.100.2.pdf,Mona,"September 12, 2023 11:29 AM","September 13, 2023 12:27 PM",Mona
that is good news about the sydney mujahid brother! i will let my melbourne brother know. maybe he will be interested for us to get ready quicker. did you find him on surespot? Is he targeting a synagogue too?,AFP Federal Agent as mohamadmo7,,"July 14, 2015 9:37 PM",,SURESPOT,https://storage.courtlistener.com/recap/gov.uscourts.flmd.344946/gov.uscourts.flmd.344946.100.2.pdf,Mona,"September 12, 2023 11:30 AM","September 13, 2023 12:27 PM",Mona
very interesting brother. exactly the coordination i have been speaking about!,AFP Federal Agent as mohamadmo7,,"July 14, 2015 9:39 PM",,SURESPOT,https://storage.courtlistener.com/recap/gov.uscourts.flmd.344946/gov.uscourts.flmd.344946.100.2.pdf,Mona,"September 12, 2023 11:30 AM","September 13, 2023 12:27 PM",Mona
i must go! come back online tomorrow. sleep well and good night akhi,AFP Federal Agent as mohamadmo7,,"July 14, 2015 9:39 PM",,SURESPOT,https://storage.courtlistener.com/recap/gov.uscourts.flmd.344946/gov.uscourts.flmd.344946.100.2.pdf,Mona,"September 12, 2023 11:31 AM","September 13, 2023 12:27 PM",Mona
"I apologise, brother. It’s just that we really need to keep in regular contact with each other. I am sorry if I sounded impatient.",AusWitness,,"July 14, 2015 10:09 PM",,SURESPOT,https://storage.courtlistener.com/recap/gov.uscourts.flmd.344946/gov.uscourts.flmd.344946.100.2.pdf,Mona,"September 12, 2023 11:31 AM","September 13, 2023 12:27 PM",Mona
"Democracy is the system of shirk and kuffar, and these politicians fund wars against our Muslim brothers around the world. They are the agents of Shaytan.",AusWitness,,"July 14, 2015 10:10 PM",,SURESPOT,https://storage.courtlistener.com/recap/gov.uscourts.flmd.344946/gov.uscourts.flmd.344946.100.2.pdf,Mona,"September 12, 2023 11:32 AM","September 13, 2023 12:27 PM",Mona
"What event are you refering to, brother? Big events always have lots of security. A mujahid did a siege in Sydney last year, but hardly any kuffar were killed. If we shoot up synagogues, we could kill tons of kuffar.",AusWitness,,"July 14, 2015 10:12 PM",,SURESPOT,https://storage.courtlistener.com/recap/gov.uscourts.flmd.344946/gov.uscourts.flmd.344946.100.2.pdf,Mona,"September 12, 2023 11:32 AM","September 13, 2023 12:27 PM",Mona
"I got the ricin through a fellow mujahid. He also introduced me to the Sydney mujahid. The Sydney mujahid isn’t on Surespot at the moment, but he has promised that, if we attack this Saturday, he will attack right after us on the same day. He also said he has a video prepared, so you don’t need to worry about making one.",AusWitness,,"July 14, 2015 10:13 PM",,SURESPOT,https://storage.courtlistener.com/recap/gov.uscourts.flmd.344946/gov.uscourts.flmd.344946.100.2.pdf,Mona,"September 12, 2023 11:33 AM","September 13, 2023 12:27 PM",Mona
"We must attack this Saturday, though. If we don’t, the Sydney mujahid said he would make hijrah to Syria instead.",AusWitness,,"July 14, 2015 10:15 PM",,SURESPOT,https://storage.courtlistener.com/recap/gov.uscourts.flmd.344946/gov.uscourts.flmd.344946.100.2.pdf,Mona,"September 12, 2023 11:33 AM","September 13, 2023 12:27 PM",Mona
"Here’s how it will happen: get your phone and drive to the synagogue. Make sure it’s busy. Then, get on Surespot and tell me you’re about to attack. The, get your gun out of your car, go in, and kill as many kuffar as possible. I will then mail the ricin and attack a synagogue in Perth. Then, the Sydney mujahid will upload the video and attack a synagogue in Sydney. I have it all planned out, brother. But it must happen this Saturday. Goodnight, akhi. Please get on tomorrow. We only have a few days left, and we must stay in contact with each other.","AusWitness, GOLD MONA",,"July 14, 2015 10:17 PM",,SURESPOT,https://storage.courtlistener.com/recap/gov.uscourts.flmd.344946/gov.uscourts.flmd.344946.100.2.pdf,Mona,"September 12, 2023 11:34 AM","September 13, 2023 12:27 PM",Mona
"no problem brother, i know you just want to have everything sorted out. i understand. im just trying to be cautious so that my parents do not find out whats going on. so i speak to you and other brothers when its the safest time.",AFP Federal Agent as mohamadmo7,,"July 16, 2015 2:23 PM",,SURESPOT,https://storage.courtlistener.com/recap/gov.uscourts.flmd.344946/gov.uscourts.flmd.344946.100.2.pdf,Mona,"September 12, 2023 11:34 AM","September 13, 2023 12:27 PM",Mona
"well, we have been discussing a larger style evnt somewhere in the city but i know your interested in a synagogue. i dont really know where yet. i have just been looking and keeping an eye out. my melbourne brother keeps telling me that he doesnt want to do a synagogue. im still discussing further plans with him.",AFP Federal Agent as mohamadmo7,,"July 16, 2015 2:25 PM",,SURESPOT,https://storage.courtlistener.com/recap/gov.uscourts.flmd.344946/gov.uscourts.flmd.344946.100.2.pdf,Mona,"September 12, 2023 11:35 AM","September 13, 2023 12:27 PM",Mona
i dont really think that there will be much security in the melbourne cbd?? there never is. let me get back to you on that,AFP Federal Agent as mohamadmo7,,"July 16, 2015 2:26 PM",,SURESPOT,https://storage.courtlistener.com/recap/gov.uscourts.flmd.344946/gov.uscourts.flmd.344946.100.2.pdf,Mona,"September 12, 2023 11:35 AM","September 13, 2023 12:27 PM",Mona
have you spoken further to your sydney brother??,AFP Federal Agent as mohamadmo7,,"July 16, 2015 2:27 PM",,SURESPOT,https://storage.courtlistener.com/recap/gov.uscourts.flmd.344946/gov.uscourts.flmd.344946.100.2.pdf,Mona,"September 12, 2023 11:38 AM","September 13, 2023 12:27 PM",Mona
would i be able to see his video akhi??,AFP Federal Agent as mohamadmo7,,"July 16, 2015 2:27 PM",,SURESPOT,https://storage.courtlistener.com/recap/gov.uscourts.flmd.344946/gov.uscourts.flmd.344946.100.2.pdf,Mona,"September 12, 2023 11:39 AM","September 13, 2023 12:27 PM",Mona
i will hopefully be back on later tonight. thanks for sending through a bit more on your plan / what you were thinking. im just afraid that me and my melbourne brother wont be ready by saturday. im trying,AFP Federal Agent as mohamadmo7,,"July 16, 2015 2:29 PM",,SURESPOT,https://storage.courtlistener.com/recap/gov.uscourts.flmd.344946/gov.uscourts.flmd.344946.100.2.pdf,Mona,"September 12, 2023 11:39 AM","September 13, 2023 12:27 PM",Mona
may allah (swt) bless this and allow it to happen. speak later.,AFP Federal Agent as mohamadmo7,,"July 16, 2015 2:29 PM",,SURESPOT,https://storage.courtlistener.com/recap/gov.uscourts.flmd.344946/gov.uscourts.flmd.344946.100.2.pdf,Mona,"September 12, 2023 11:40 AM","September 13, 2023 12:27 PM",Mona
"Large events always have at least some security, brother. At any large event, there will be cops. But, at the synagogues, there are no cops and no guards. There is nobody to stop us from killing tons of kuffar easily.",AusWitness,,"July 16, 2015 2:55 PM",,SURESPOT,https://storage.courtlistener.com/recap/gov.uscourts.flmd.344946/gov.uscourts.flmd.344946.100.2.pdf,Mona,"September 12, 2023 11:40 AM","September 13, 2023 12:27 PM",Mona
"Every time a mujahid tries to larget a large evem, he gets caught beforehand. Remember those mujahid who planned to target Anzac Day, but gor caught before they could? The most successful
attacks always happen on random days 9/11, 7/7, and Charlie Hebdo didn’t target any specific events. They were so successful because they happened randomlly and the kuffar were totally
unprepared for them.",AusWitness,,"July 16, 2015 2:57 PM",,SURESPOT,https://storage.courtlistener.com/recap/gov.uscourts.flmd.344946/gov.uscourts.flmd.344946.100.2.pdf,Mona,"September 12, 2023 11:41 AM","September 13, 2023 12:27 PM",Mona
"The Sydney brother hasn't shown me his video because we only speak at the phone and he says he can't risk the video getting out before it’s time. However, l trust him because he is a
very skilled mujahid and he has lots of experience.",AusWitness,,"July 16, 2015 3:00 PM",,SURESPOT,https://storage.courtlistener.com/recap/gov.uscourts.flmd.344946/gov.uscourts.flmd.344946.100.2.pdf,Mona,"September 12, 2023 11:42 AM","September 13, 2023 12:27 PM",Mona
"Didn’t you say your Melbourne brother didn’t have a gun, akhi? How is he going to attack with us, if he doesn't have a gun? It could take him months to get a gun.",AusWitness,,"July 16, 2015 3:01 PM",,SURESPOT,https://storage.courtlistener.com/recap/gov.uscourts.flmd.344946/gov.uscourts.flmd.344946.100.2.pdf,Mona,"September 12, 2023 11:42 AM","September 13, 2023 12:27 PM",Mona
"We have spent more than a month preparing this, brother. This Saturday is the day we finally strike.",AusWitness,,"July 16, 2015 3:02 PM",,SURESPOT,https://storage.courtlistener.com/recap/gov.uscourts.flmd.344946/gov.uscourts.flmd.344946.100.2.pdf,Mona,"September 12, 2023 11:43 AM","September 13, 2023 12:27 PM",Mona
"By the way, I also have a mujahid on Los Angeles who promises to attack a synagogue there  if we att",AusWitness,,"July 16, 2015 3:16 PM",,SURESPOT,https://storage.courtlistener.com/recap/gov.uscourts.flmd.344946/gov.uscourts.flmd.344946.100.2.pdf,Mona,"September 12, 2023 11:44 AM","September 13, 2023 12:27 PM",Mona
"attack in Australia. He already has a gun and everything, but he told me he'II only attack if we attack first.",AusWitness,,"July 16, 2015 3:17 PM",,SURESPOT,https://storage.courtlistener.com/recap/gov.uscourts.flmd.344946/gov.uscourts.flmd.344946.100.2.pdf,Mona,"September 12, 2023 11:44 AM","September 13, 2023 12:27 PM",Mona
"I really need you to commit to this Saturday, akhi. If we dont attack this Saturday, the Sydney mujahid will not be able to attack with us. This is a perfect oppotunity we have, and we can’t waste
it. Please consider, akhi. We can pull off the biggest attack in Australian history together, if we do
it this Saturday.",AusWitness,,"July 16, 2015 3:19 PM",,SURESPOT,https://storage.courtlistener.com/recap/gov.uscourts.flmd.344946/gov.uscourts.flmd.344946.100.2.pdf,Mona,"September 12, 2023 11:45 AM","September 13, 2023 12:27 PM",Mona
"We aren't going to have an opportunity like this again, akhi. The Sydney mujahid is a trained expert in firearms, and he will kill dozens of kuffar. But it will only happen if we attack this Saturday. We cannot wait any longer. If we do not attack this Saturday, the Sydney mujahid will leave for Syria.",AusWitness,,"July 16, 2015 4:28 PM",,SURESPOT,https://storage.courtlistener.com/recap/gov.uscourts.flmd.344946/gov.uscourts.flmd.344946.100.2.pdf,Mona,"September 12, 2023 11:45 AM","September 13, 2023 12:27 PM",Mona
"Brother, it is almost Saturday. We attack around 9:30 AM on Saturday. Please tell me you are ready. The Sydney mujahid is counting on us. All you have to is load up your gun, take it to the synagogue, then go in and shoot as manu kuffar as possible. I will do everything else. Remember, Brother : I have been coordinating this for over a month. I have everything planned out for Saturday, and so does the Sydney mujahid.","AusWitness, GOLD MONA",,"July 17, 2015 12:55 PM",,SURESPOT,https://storage.courtlistener.com/recap/gov.uscourts.flmd.344946/gov.uscourts.flmd.344946.100.2.pdf,Mona,"September 12, 2023 11:46 AM","September 13, 2023 12:27 PM",Mona
"There’s another reason why Saturday is the perfect day to attack, brother : all of the police will be too busy guarding those anti-Islam rallies. They won’t be able to stop us from killing Jewish kuffar in the synagogues. We only have a few hours left, akhi. Please don’t back out of this. We won’t have this kind of opportunity again.",AusWitness,,"July 17, 2015 7:40 PM",,SURESPOT,https://storage.courtlistener.com/recap/gov.uscourts.flmd.344946/gov.uscourts.flmd.344946.100.2.pdf,Mona,"September 12, 2023 11:47 AM","September 13, 2023 12:27 PM",Mona
"I am going to sleep now, akhi. I have everything set up to attack in a few hours. Please, I am begging you - do not back out of this. We have a golden opportunity here to carry out the biggest attack in Australian history.  We need to attack aroung 9:30 AM. I have my gun ready, my ricin ready to be mailed, and the Sydney mujahid has the video ready to be posted.","AusWitness, GOLD MONA",,"July 18, 2015 1:04 AM",,SURESPOT,https://storage.courtlistener.com/recap/gov.uscourts.flmd.344946/gov.uscourts.flmd.344946.100.2.pdf,Mona,"September 12, 2023 11:48 AM","September 14, 2023 11:37 AM",Mona
"Brother, it is almost time to attack. I got up very early and spent hours making sure evrything was perfect. The Sydney mujahid is counting on us to do this today. He is going to be so angry at me if you back down from this, akhi. We can pull off an attack that will leave the kuffar on their knees, but you need to be willing to help me. I cannot do this on my own. We all need to work together to make this happen. Please, brother, I am begging you - PLEASE do not disappoint me.","AusWitness, GOLD MONA",,"July 18, 2015 8:29 AM",,SURESPOT,https://storage.courtlistener.com/recap/gov.uscourts.flmd.344946/gov.uscourts.flmd.344946.100.2.pdf,Mona,"September 12, 2023 11:49 AM","September 13, 2023 12:27 PM",Mona
"Brother, you need to attack RIGHT NOW. Why are you not on Surespot?","AusWitness, GOLD MONA",,"July 18, 2015 10:07 AM",,SURESPOT,https://storage.courtlistener.com/recap/gov.uscourts.flmd.344946/gov.uscourts.flmd.344946.100.2.pdf,Mona,"September 12, 2023 11:50 AM","September 13, 2023 12:27 PM",Mona
"I cannot possibly express in words how disappointed I am, akhi. The Sydney mujahid is now furious at me, and is threatening to have me killed.","AusWitness, GOLD MONA",,"July 18, 2015 10:31 AM",,SURESPOT,https://storage.courtlistener.com/recap/gov.uscourts.flmd.344946/gov.uscourts.flmd.344946.100.2.pdf,Mona,"September 12, 2023 11:50 AM","September 13, 2023 12:27 PM",Mona
"Where are you? The Sydney mujahid left for Syria, but he said he might have some of this friends in Australia kill me. I am honestly frightened, brother. What if I get killed before we are able to carry out jihad? We had the perfect chance last Saturday, but you never got on here.","AusWitness, GOLD MONA",,"July 21, 2015 3:43 PM",,SURESPOT,https://storage.courtlistener.com/recap/gov.uscourts.flmd.344946/gov.uscourts.flmd.344946.100.2.pdf,Mona,"September 12, 2023 11:51 AM","September 13, 2023 12:27 PM",Mona
"Akhi, i am so sorry. I didnt receive any of your messages on surespot. my profile was wiped clean on here. i dont know what happened!! Im so mad. I know you are probably mad for me not following through on Saturday","AFP Federal Agent as mohamadmo7, GOLD MONA",,"July 22, 2015 1:33 PM",,SURESPOT,https://storage.courtlistener.com/recap/gov.uscourts.flmd.344946/gov.uscourts.flmd.344946.100.2.pdf,Mona,"September 12, 2023 11:51 AM","September 13, 2023 12:27 PM",Mona
I understand if you dont want to use me anymore for the attack. im sorry if you went there without me coming online. This stupid app. maybe its too secure,AFP Federal Agent as mohamadmo7,,"July 22, 2015 1:35 PM",,SURESPOT,https://storage.courtlistener.com/recap/gov.uscourts.flmd.344946/gov.uscourts.flmd.344946.100.2.pdf,Mona,"September 12, 2023 11:52 AM","September 13, 2023 12:27 PM",Mona
me and my melbourne brother are still wanting to kill plenty of dirty kuffar. i guess for me it has just taken alot longer than planned.,AFP Federal Agent as mohamadmo7,,"July 22, 2015 1:38 PM",,SURESPOT,https://storage.courtlistener.com/recap/gov.uscourts.flmd.344946/gov.uscourts.flmd.344946.100.2.pdf,Mona,"September 12, 2023 11:52 AM","September 13, 2023 12:27 PM",Mona
very frustrating. I had my gun and was set. now i am the one waiting,AFP Federal Agent as mohamadmo7,,"July 22, 2015 1:40 PM",,SURESPOT,https://storage.courtlistener.com/recap/gov.uscourts.flmd.344946/gov.uscourts.flmd.344946.100.2.pdf,Mona,"September 12, 2023 11:53 AM","September 13, 2023 12:27 PM",Mona
Inshallah i hope this happens soon,AFP Federal Agent as mohamadmo7,,"July 22, 2015 1:41 PM",,SURESPOT,https://storage.courtlistener.com/recap/gov.uscourts.flmd.344946/gov.uscourts.flmd.344946.100.2.pdf,Mona,"September 12, 2023 11:53 AM","September 13, 2023 12:27 PM",Mona
Sorry,AFP Federal Agent as mohamadmo7,,"July 22, 2015 1:41 PM",,SURESPOT,https://storage.courtlistener.com/recap/gov.uscourts.flmd.344946/gov.uscourts.flmd.344946.100.2.pdf,Mona,"September 12, 2023 11:54 AM","September 13, 2023 12:27 PM",Mona
"It's okay, brother, if your account was wiped, then it isn’t your fault. I would still like to carry out jihad with you. Can you commit to this Salurday, brother? I still have my gun and my
ricin.",AusWitness,,"July 22, 2015 1:47 PM",,SURESPOT,https://storage.courtlistener.com/recap/gov.uscourts.flmd.344946/gov.uscourts.flmd.344946.100.2.pdf,Mona,"September 12, 2023 11:54 AM","September 13, 2023 12:27 PM",Mona
"ls there a way I can communicate with you more quickly, and where I can
be sure you'll receive my messages? Like Kik or WhatsApp?",AusWitness,,"July 22, 2015 2:11 PM",,SURESPOT,https://storage.courtlistener.com/recap/gov.uscourts.flmd.344946/gov.uscourts.flmd.344946.100.2.pdf,Mona,"September 12, 2023 11:55 AM","September 13, 2023 12:27 PM",Mona
"We really need to do this as soon as possible, brother. We cannot wait any longer. We need to do it this Saturday, around 9:30 AM.",AusWitness,,"July 22, 2015 4:51 PM",,SURESPOT,https://storage.courtlistener.com/recap/gov.uscourts.flmd.344946/gov.uscourts.flmd.344946.100.2.pdf,Mona,"September 12, 2023 11:55 AM","September 13, 2023 12:27 PM",Mona
"I think the kuffar might now about our plans, akhi. They may have deliberately messed up your Surespot account to prevent you from talking to me. We HAVE to do this soon, brother. I am begging you please - commit to this Saturday.","AusWitness, GOLD MONA",,"July 22, 2015 9:13 PM",,SURESPOT,https://storage.courtlistener.com/recap/gov.uscourts.flmd.344946/gov.uscourts.flmd.344946.100.2.pdf,Mona,"September 12, 2023 11:57 AM","September 13, 2023 12:27 PM",Mona
"We can still do this, but we HAVE to do it this Saturday, brother. We cannot keep delaying this. If we keep delaying this, we will get caught. We have spent months preparing this, akhi. It's time for us to finally strike. Remember this Saturday at 9·30 AM. Can you commit to that, brother?",AusWitness,,"July 22, 2015 9:13 PM",,SURESPOT,https://storage.courtlistener.com/recap/gov.uscourts.flmd.344946/gov.uscourts.flmd.344946.100.2.pdf,Mona,"September 12, 2023 11:58 AM","September 13, 2023 12:27 PM",Mona
"Brother, are you on here? We need to stay in contact with each other.",AusWitness,,"July 23, 2015 3:16 PM",,SURESPOT,https://storage.courtlistener.com/recap/gov.uscourts.flmd.344946/gov.uscourts.flmd.344946.100.2.pdf,Mona,"September 12, 2023 11:59 AM","September 13, 2023 12:27 PM",Mona
"Akhi, I am really, really trying to be patient, but I have spent weeks and weeks waiting. You already have the gun. There is no reason not  to carry out the attack this Saturday. Please, brother - please get on Surespot and commit to this Saturday. We cannot keep delaying this over and over again.",AusWitness,,"July 23, 2015 6:15 PM",,SURESPOT,https://storage.courtlistener.com/recap/gov.uscourts.flmd.344946/gov.uscourts.flmd.344946.100.2.pdf,Mona,"September 12, 2023 11:59 AM","September 13, 2023 12:27 PM",Mona
"Brother, if we are going to coordinate this, you have to be on Surespot more than just once a week. This is very frustrating for me, as l've had everything ready for weeks now, but you are never online. Please understand that I am really trying to be as patient as I possibly can.",AusWitness,,"July 24, 2015 2:39 PM",,SURESPOT,https://storage.courtlistener.com/recap/gov.uscourts.flmd.344946/gov.uscourts.flmd.344946.100.2.pdf,Mona,"September 12, 2023 12:00 PM","September 13, 2023 12:28 PM",Mona
"It is almost Saturday. I really hope we can pull this off in a few hours, akhi. Please get back to me ASAP.","AusWitness, GOLD MONA",,"July 24, 2015 6:46 PM",,SURESPOT,https://storage.courtlistener.com/recap/gov.uscourts.flmd.344946/gov.uscourts.flmd.344946.100.2.pdf,Mona,"September 12, 2023 12:01 PM","September 13, 2023 12:28 PM",Mona
"Brother, are you receiving my messages? I has once again been several days since I last heard from you. We only have a few hours untiI we need to attack, akhi. If Surespot isn't working for you, then we need to use a different app.",AusWitness,,"July 24, 2015 9:26 PM",,SURESPOT,https://storage.courtlistener.com/recap/gov.uscourts.flmd.344946/gov.uscourts.flmd.344946.100.2.pdf,Mona,"September 12, 2023 12:01 PM","September 13, 2023 12:28 PM",Mona
"Assalam alaikom akhi, my surespot is working. I realised the problem was that i had my  account backed up on my phone but now it is Google drive. Apparently that can prevent losing
information.",AFP Federal Agent as mohamadmo7,,"July 25, 2015 9:47 AM",,SURESPOT,https://storage.courtlistener.com/recap/gov.uscourts.flmd.344946/gov.uscourts.flmd.344946.100.2.pdf,Mona,"September 12, 2023 12:02 PM","September 13, 2023 12:28 PM",Mona
Akhi Im sorry but i am just not ready and completely prepared to commit Jihad until my melbourne brother is ready. I would not be a good muslim if i didn’t give him a chance to become a Shaheed with me.,AFP Federal Agent as mohamadmo7,,"July 25, 2015 9:49 AM",,SURESPOT,https://storage.courtlistener.com/recap/gov.uscourts.flmd.344946/gov.uscourts.flmd.344946.100.2.pdf,Mona,"September 12, 2023 12:03 PM","September 14, 2023 11:35 AM",Mona
"We are very long friends and he is committed. He wants to use a nife to be able to cut up the kuffar, inshallah that can happen soon",AFP Federal Agent as mohamadmo7,,"July 25, 2015 9:50 AM",,SURESPOT,https://storage.courtlistener.com/recap/gov.uscourts.flmd.344946/gov.uscourts.flmd.344946.100.2.pdf,Mona,"September 12, 2023 12:04 PM","September 13, 2023 12:28 PM",Mona
I know you said your sydney brother made a vidéo but i want to make it and send my strong message to the kuffar. The same kuffar that stripped islam from me.,AFP Federal Agent as mohamadmo7,,"July 25, 2015 9:51 AM",,SURESPOT,https://storage.courtlistener.com/recap/gov.uscourts.flmd.344946/gov.uscourts.flmd.344946.100.2.pdf,Mona,"September 12, 2023 12:04 PM","September 13, 2023 12:28 PM",Mona
Subhanallah this is so important to me. And it needs to be done correctly for me to become a Shaheed and rise to jannah. I hope Allah swt brings me blessings,AFP Federal Agent as mohamadmo7,,"July 25, 2015 9:55 AM",,SURESPOT,https://storage.courtlistener.com/recap/gov.uscourts.flmd.344946/gov.uscourts.flmd.344946.100.2.pdf,Mona,"September 12, 2023 12:05 PM","September 13, 2023 12:28 PM",Mona
Akhi you have been very patient. Thank you and i am sotty for the strain. This struggle adds to your jihad.,AFP Federal Agent as mohamadmo7,,"July 25, 2015 9:56 AM",,SURESPOT,https://storage.courtlistener.com/recap/gov.uscourts.flmd.344946/gov.uscourts.flmd.344946.100.2.pdf,Mona,"September 12, 2023 12:06 PM","September 13, 2023 12:28 PM",Mona
La hawla wala quwata illa billah al’allii al azeem,AFP Federal Agent as mohamadmo7,“There is no power and no strength except with Allah.”,"July 25, 2015 9:56 AM",,SURESPOT,https://storage.courtlistener.com/recap/gov.uscourts.flmd.344946/gov.uscourts.flmd.344946.100.2.pdf,Mona,"September 12, 2023 12:06 PM","September 13, 2023 12:28 PM",Mona
The kuffar cannot be on sure spot? Its encrypted akhi? Please dont stress about that,AFP Federal Agent as mohamadmo7,,"July 25, 2015 9:57 AM",,SURESPOT,https://storage.courtlistener.com/recap/gov.uscourts.flmd.344946/gov.uscourts.flmd.344946.100.2.pdf,Mona,"September 12, 2023 12:07 PM","September 13, 2023 12:28 PM",Mona
I do however promise to be on more and keep you updated. I have been trying to work and earn more money,AFP Federal Agent as mohamadmo7,,"July 25, 2015 9:58 AM",,SURESPOT,https://storage.courtlistener.com/recap/gov.uscourts.flmd.344946/gov.uscourts.flmd.344946.100.2.pdf,Mona,"September 12, 2023 12:08 PM","September 13, 2023 12:28 PM",Mona
I want a black shahada flag for my video,AFP Federal Agent as mohamadmo7,,"July 25, 2015 9:59 AM",,SURESPOT,https://storage.courtlistener.com/recap/gov.uscourts.flmd.344946/gov.uscourts.flmd.344946.100.2.pdf,Mona,"September 12, 2023 12:09 PM","September 13, 2023 12:28 PM",Mona
Alhamdu lillah akhi,AFP Federal Agent as mohamadmo7,,"July 25, 2015 10:00 AM",,SURESPOT,https://storage.courtlistener.com/recap/gov.uscourts.flmd.344946/gov.uscourts.flmd.344946.100.2.pdf,Mona,"September 12, 2023 12:09 PM","September 13, 2023 12:28 PM",Mona
"I understand, akhi. But how long will it take for you and your Melbourne brother to get ready? I just really want the attack to happen soon, because I don’t want us to get caught.",AusWitness,,"July 25, 2015 1:30 PM",,SURESPOT,https://storage.courtlistener.com/recap/gov.uscourts.flmd.344946/gov.uscourts.flmd.344946.100.2.pdf,Mona,"September 12, 2023 12:10 PM","September 13, 2023 12:28 PM",Mona
Does your Melbourne brother have a knife already?,AusWitness,,"July 25, 2015 1:37 PM",,SURESPOT,https://storage.courtlistener.com/recap/gov.uscourts.flmd.344946/gov.uscourts.flmd.344946.100.2.pdf,Mona,"September 12, 2023 12:11 PM","September 13, 2023 12:28 PM",Mona
"Do you have a safe way to obtain a black,shahada flag? I don’t want you to get caught while buying one, akhi.",AusWitness,,"July 25, 2015 1:37 PM",,SURESPOT,https://storage.courtlistener.com/recap/gov.uscourts.flmd.344946/gov.uscourts.flmd.344946.100.2.pdf,Mona,"September 12, 2023 12:11 PM","September 13, 2023 12:28 PM",Mona
"What do you need more money for, brother? Black shahada flags aren't expensive. You could make one
yourself.",AusWitness,,"July 26, 2015 3:44 PM",,SURESPOT,https://storage.courtlistener.com/recap/gov.uscourts.flmd.344946/gov.uscourts.flmd.344946.100.2.pdf,Mona,"September 12, 2023 12:16 PM","September 13, 2023 12:28 PM",Mona
